date,rot,team,odds,type
2018-06-13T09:28:37Z,7339,B Gay,-130,
2018-06-13T09:28:37Z,7340,S Burns,+116,
2018-06-13T09:28:51Z,7057,B Koepka,-136,
2018-06-13T09:28:51Z,7058,H Matsuyama,+121,
2018-06-13T09:35:18Z,7093,T Finau,-106,
2018-06-13T09:35:18Z,7094,A Scott,-106,
2018-06-13T09:35:46Z,7323,B Dechambeau,-109,
2018-06-13T09:35:46Z,7324,M Kuchar,-103,
2018-06-13T09:35:46Z,7343,B Gay,-125,
2018-06-13T09:35:46Z,7344,D Burmester,+111,
2018-06-13T09:35:46Z,7349,A Wise,-108,
2018-06-13T09:35:46Z,7350,P Uihlein,-104,
2018-06-13T09:35:47Z,7357,T Finau,-117,
2018-06-13T09:35:47Z,7358,L List,+104,
2018-06-13T09:38:21Z,7091,B Watson,+123,
2018-06-13T09:38:21Z,7092,M Kuchar,-138,
2018-06-13T10:04:17Z,7097,E Grillo,-133,
2018-06-13T10:04:17Z,7098,J Walker,+118,
2018-06-13T10:15:09Z,7057,B Koepka,-142,
2018-06-13T10:15:09Z,7058,H Matsuyama,+126,
2018-06-13T10:53:57Z,7147,A Levy,-143,
2018-06-13T10:53:57Z,7148,M Wallace,+127,
2018-06-13T11:28:50Z,7047,J Rahm,-140,
2018-06-13T11:28:50Z,7048,H Stenson,+124,
2018-06-13T11:39:05Z,7003,D Johnson,-153,
2018-06-13T11:39:05Z,7004,R McIlroy,+136,
2018-06-13T11:48:43Z,7359,X Schauffele,+116,
2018-06-13T11:48:43Z,7360,E Grillo,-131,
2018-06-13T11:48:43Z,7361,X Schauffele,+106,
2018-06-13T11:48:43Z,7362,K Bradley,-119,
2018-06-13T12:13:21Z,7319,J Spieth,-126,
2018-06-13T12:13:21Z,7320,P Mickelson,+112,
2018-06-13T12:13:35Z,7327,H Matsuyama,-119,
2018-06-13T12:13:35Z,7328,M Leishman,+106,
2018-06-13T12:19:31Z,7079,W Simpson,-148,
2018-06-13T12:19:31Z,7080,B Watson,+131,
2018-06-13T12:19:45Z,7079,W Simpson,-146,
2018-06-13T12:19:45Z,7080,B Watson,+130,
2018-06-13T12:20:12Z,7079,W Simpson,-144,
2018-06-13T12:20:12Z,7080,B Watson,+128,
2018-06-13T12:34:53Z,7045,J Rahm,-137,
2018-06-13T12:34:53Z,7046,H Matsuyama,+122,
2018-06-13T12:36:47Z,7301,Shane Lowry,-104,
2018-06-13T12:36:47Z,7302,C Reavie,-108,
2018-06-13T12:40:35Z,7047,J Rahm,-143,
2018-06-13T12:40:35Z,7048,H Stenson,+127,
2018-06-13T12:42:29Z,7001,J Rose,-141,
2018-06-13T12:42:29Z,7002,J Thomas,+125,
2018-06-13T12:42:29Z,7017,D Johnson,-128,
2018-06-13T12:42:29Z,7018,J Rose,+114,
2018-06-13T12:42:43Z,7001,J Rose,-139,
2018-06-13T12:42:43Z,7002,J Thomas,+123,
2018-06-13T12:42:56Z,7017,D Johnson,-129,
2018-06-13T12:42:56Z,7018,J Rose,+115,
2018-06-13T12:42:56Z,7023,J Rose,-141,
2018-06-13T12:42:56Z,7024,J Day,+125,
2018-06-13T12:43:10Z,7023,J Rose,-137,
2018-06-13T12:43:10Z,7024,J Day,+122,
2018-06-13T12:44:37Z,7041,J Thomas,+106,
2018-06-13T12:44:37Z,7042,R Fowler,-119,
2018-06-13T12:44:37Z,7043,J Rahm,+100,
2018-06-13T12:44:37Z,7044,B Koepka,-112,
2018-06-13T12:44:37Z,7045,J Rahm,-124,
2018-06-13T12:44:37Z,7046,H Matsuyama,+110,
2018-06-13T12:44:50Z,7047,J Rahm,-129,
2018-06-13T12:44:50Z,7048,H Stenson,+115,
2018-06-13T12:45:18Z,7041,J Thomas,+103,
2018-06-13T12:45:18Z,7042,R Fowler,-116,
2018-06-13T12:45:18Z,7097,E Grillo,-130,
2018-06-13T12:45:18Z,7098,J Walker,+116,
2018-06-13T12:45:31Z,7045,J Rahm,-126,
2018-06-13T12:45:31Z,7046,H Matsuyama,+112,
2018-06-13T12:45:31Z,7043,J Rahm,-101,
2018-06-13T12:45:31Z,7044,B Koepka,-111,
2018-06-13T12:45:45Z,7047,J Rahm,-133,
2018-06-13T12:45:45Z,7048,H Stenson,+118,
2018-06-13T12:47:25Z,7343,B Gay,-122,
2018-06-13T12:47:25Z,7344,D Burmester,+109,
2018-06-13T12:47:52Z,7047,J Rahm,-134,
2018-06-13T12:47:52Z,7048,H Stenson,+119,
2018-06-13T12:50:45Z,7069,P Casey,-174,
2018-06-13T12:50:45Z,7070,A Noren,+154,
2018-06-13T12:50:45Z,7061,P Reed,-174,
2018-06-13T12:50:45Z,7062,S Garcia,+154,
2018-06-13T12:51:12Z,7069,P Casey,-170,
2018-06-13T12:51:12Z,7070,A Noren,+150,
2018-06-13T12:53:05Z,7083,A Noren,+119,
2018-06-13T12:53:06Z,7084,L Oosthuizen,-134,
2018-06-13T12:53:06Z,7081,T Fleetwood,-159,
2018-06-13T12:53:06Z,7082,S Garcia,+141,
2018-06-13T12:53:34Z,7083,A Noren,+117,
2018-06-13T12:53:34Z,7084,L Oosthuizen,-132,
2018-06-13T12:54:14Z,7113,I Poulter,-123,
2018-06-13T12:54:14Z,7114,L List,+109,
2018-06-13T12:54:15Z,7099,Shane Lowry,-120,
2018-06-13T12:54:15Z,7100,A Wise,+107,
2018-06-13T12:54:28Z,7381,H Stenson,-129,
2018-06-13T12:54:28Z,7382,A Scott,+115,
2018-06-13T12:55:13Z,7099,Shane Lowry,-121,
2018-06-13T12:55:13Z,7100,A Wise,+108,
2018-06-13T12:55:13Z,7381,H Stenson,-123,
2018-06-13T12:55:13Z,7382,A Scott,+109,
2018-06-13T12:55:27Z,7113,I Poulter,-121,
2018-06-13T12:55:27Z,7114,L List,+108,
2018-06-13T12:55:27Z,7125,Shane Lowry,-126,
2018-06-13T12:55:27Z,7126,T Hatton,+112,
2018-06-13T12:55:27Z,7129,Ca Smith,-102,
2018-06-13T12:55:27Z,7130,K Aphibarnrat,-110,
2018-06-13T12:55:27Z,7131,M Kaymer,+132,
2018-06-13T12:55:27Z,7132,I Poulter,-149,
2018-06-13T12:55:41Z,7125,Shane Lowry,-129,
2018-06-13T12:55:41Z,7126,T Hatton,+115,
2018-06-13T12:55:55Z,7131,M Kaymer,+131,
2018-06-13T12:55:55Z,7132,I Poulter,-148,
2018-06-13T12:55:55Z,7129,Ca Smith,-100,
2018-06-13T12:55:55Z,7130,K Aphibarnrat,-112,
2018-06-13T12:56:49Z,7145,H Li,-145,
2018-06-13T12:56:49Z,7146,D Willett,+129,
2018-06-13T12:57:07Z,7145,H Li,-147,
2018-06-13T12:57:07Z,7146,D Willett,+130,
2018-06-13T12:57:07Z,7157,S Burns,+118,
2018-06-13T12:57:08Z,7158,S Munoz,-133,
2018-06-13T12:57:08Z,7159,R Castro,-127,
2018-06-13T12:57:08Z,7160,R Werenski,+113,
2018-06-13T12:57:21Z,7157,S Burns,+117,
2018-06-13T12:57:21Z,7158,S Munoz,-132,
2018-06-13T12:57:21Z,7159,R Castro,-124,
2018-06-13T12:57:21Z,7160,R Werenski,+110,
2018-06-13T13:01:21Z,7017,D Johnson,-120,
2018-06-13T13:01:21Z,7018,J Rose,+107,
2018-06-13T13:01:21Z,7001,J Rose,-150,
2018-06-13T13:01:21Z,7002,J Thomas,+133,
2018-06-13T13:05:41Z,7047,J Rahm,-121,
2018-06-13T13:05:41Z,7048,H Stenson,+108,
2018-06-13T13:05:41Z,7043,J Rahm,+110,
2018-06-13T13:05:41Z,7044,B Koepka,-124,
2018-06-13T13:05:59Z,7043,J Rahm,+106,
2018-06-13T13:05:59Z,7044,B Koepka,-119,
2018-06-13T13:06:13Z,7047,J Rahm,-127,
2018-06-13T13:06:14Z,7048,H Stenson,+113,
2018-06-13T13:06:27Z,7001,J Rose,-147,
2018-06-13T13:06:27Z,7002,J Thomas,+130,
2018-06-13T13:07:22Z,7097,E Grillo,-124,
2018-06-13T13:07:22Z,7098,J Walker,+110,
2018-06-13T13:08:35Z,7317,D Berger,-129,
2018-06-13T13:08:35Z,7318,K Chappell,+115,
2018-06-13T13:08:35Z,7325,M Kuchar,-140,
2018-06-13T13:08:35Z,7326,M Fitzpatrick,+124,
2018-06-13T13:08:35Z,7339,B Gay,-145,
2018-06-13T13:08:35Z,7340,S Burns,+129,
2018-06-13T13:08:35Z,7347,P Uihlein,+105,
2018-06-13T13:08:35Z,7348,R Henley,-118,
2018-06-13T13:08:35Z,7351,A Wise,+107,
2018-06-13T13:08:36Z,7352,R Henley,-120,
2018-06-13T13:08:36Z,7359,X Schauffele,+130,
2018-06-13T13:08:36Z,7360,E Grillo,-147,
2018-06-13T13:08:36Z,7361,X Schauffele,+118,
2018-06-13T13:08:36Z,7362,K Bradley,-133,
2018-06-13T13:08:37Z,7365,J Rahm,-145,
2018-06-13T13:08:37Z,7366,S Garcia,+129,
2018-06-13T13:08:38Z,7373,Ca Smith,+104,
2018-06-13T13:08:38Z,7374,P Perez,-117,
2018-06-13T13:08:38Z,7377,K Stanley,-138,
2018-06-13T13:08:39Z,7378,Ca Smith,+123,
2018-06-13T13:08:40Z,7393,A Hadwin,-135,
2018-06-13T13:08:40Z,7394,R Fisher,+120,
2018-06-13T14:49:00Z,7159,R Castro,-127,
2018-06-13T14:49:00Z,7160,R Werenski,+113,
2018-06-13T15:24:22Z,7181,L Griffin,-133,
2018-06-13T15:24:22Z,7182,M Hebert,+110,
2018-06-13T15:42:31Z,7057,B Koepka,-137,
2018-06-13T15:42:31Z,7058,H Matsuyama,+122,
2018-06-13T15:42:31Z,7125,Shane Lowry,-125,
2018-06-13T15:42:32Z,7126,T Hatton,+111,
2018-06-13T15:42:32Z,7117,R Cabrera-Bello,-136,
2018-06-13T15:42:32Z,7118,C Schwartzel,+121,
2018-06-13T15:42:32Z,7123,G McDowell,+136,
2018-06-13T15:42:32Z,7124,C Hoffman,-153,
2018-06-13T15:42:45Z,7131,M Kaymer,+136,
2018-06-13T15:42:45Z,7132,I Poulter,-153,
2018-06-13T15:42:45Z,7129,Ca Smith,-106,
2018-06-13T15:42:45Z,7130,K Aphibarnrat,-106,
2018-06-13T15:43:39Z,7143,B Steele,-131,
2018-06-13T15:43:39Z,7144,L Glover,+116,
2018-06-13T15:43:40Z,7149,P Perez,-141,
2018-06-13T15:43:40Z,7150,B Gay,+125,
2018-06-13T15:43:40Z,7163,B Stuard,-156,
2018-06-13T15:43:40Z,7164,D Ghim,+128,
2018-06-13T15:43:40Z,7181,L Griffin,-156,
2018-06-13T15:43:40Z,7182,M Hebert,+128,
2018-06-13T15:43:40Z,7185,N Goodwin,+106,
2018-06-13T15:43:40Z,7186,S Ban,-128,
2018-06-13T15:48:39Z,7051,T Woods,+108,
2018-06-13T15:48:39Z,7052,H Stenson,-121,
2018-06-13T15:51:27Z,7167,M Jones,+111,
2018-06-13T15:51:27Z,7168,S Stallings,-135,
2018-06-13T15:52:22Z,7063,P Reed,-110,
2018-06-13T15:52:22Z,7064,T Fleetwood,-102,
2018-06-13T15:53:49Z,7059,P Mickelson,-118,
2018-06-13T15:53:49Z,7060,B Grace,+105,
2018-06-13T15:58:44Z,7017,D Johnson,-121,
2018-06-13T15:58:44Z,7018,J Rose,+108,
2018-06-13T16:00:38Z,7063,P Reed,-114,
2018-06-13T16:00:38Z,7064,T Fleetwood,+101,
2018-06-13T16:07:09Z,7057,B Koepka,-139,
2018-06-13T16:07:09Z,7058,H Matsuyama,+123,
2018-06-13T16:26:29Z,7003,D Johnson,-173,
2018-06-13T16:26:29Z,7004,R McIlroy,+153,
2018-06-13T16:26:43Z,7003,D Johnson,-169,
2018-06-13T16:26:43Z,7004,R McIlroy,+149,
2018-06-13T16:27:14Z,7141,C Howell III,-134,
2018-06-13T16:27:14Z,7142,K Chappell,+119,
2018-06-13T17:05:47Z,7093,T Finau,-110,
2018-06-13T17:05:47Z,7094,A Scott,-102,
2018-06-13T17:06:33Z,7093,T Finau,-108,
2018-06-13T17:06:33Z,7094,A Scott,-104,
2018-06-13T17:07:41Z,7097,E Grillo,-119,
2018-06-13T17:07:41Z,7098,J Walker,+106,
2018-06-13T18:02:48Z,7083,A Noren,+112,
2018-06-13T18:02:48Z,7084,L Oosthuizen,-126,
2018-06-13T18:05:23Z,7035,J Spieth,-116,
2018-06-13T18:05:23Z,7036,J Rahm,+103,
2018-06-13T18:05:37Z,7111,B Hun An,-106,
2018-06-13T18:05:37Z,7112,M Fitzpatrick,-106,
2018-06-13T18:06:22Z,7035,J Spieth,-115,
2018-06-13T18:06:22Z,7036,J Rahm,+102,
2018-06-13T18:06:36Z,7035,J Spieth,-113,
2018-06-13T18:06:36Z,7036,J Rahm,+101,
2018-06-13T18:06:36Z,7153,R Fox,+148,
2018-06-13T18:06:36Z,7154,B Haas,-167,
2018-06-13T18:07:17Z,7137,G Woodland,-110,
2018-06-13T18:07:17Z,7138,R Henley,-102,
2018-06-13T18:07:17Z,7153,R Fox,+150,
2018-06-13T18:07:17Z,7154,B Haas,-170,
2018-06-13T18:21:41Z,7319,J Spieth,-120,
2018-06-13T18:21:41Z,7320,P Mickelson,+107,
2018-06-13T18:22:08Z,7319,J Spieth,-119,
2018-06-13T18:22:08Z,7320,P Mickelson,+106,
2018-06-13T18:22:35Z,7307,J Day,-121,
2018-06-13T18:22:35Z,7308,B Koepka,+108,
2018-06-13T18:22:35Z,7323,B Dechambeau,-106,
2018-06-13T18:22:35Z,7324,M Kuchar,-106,
2018-06-13T18:22:53Z,7323,B Dechambeau,+102,
2018-06-13T18:22:53Z,7324,M Kuchar,-115,
2018-06-13T18:23:07Z,7307,J Day,-123,
2018-06-13T18:23:07Z,7308,B Koepka,+109,
2018-06-13T18:24:01Z,7013,J Day,-107,
2018-06-13T18:24:01Z,7014,R Fowler,-105,
2018-06-13T18:25:00Z,7361,X Schauffele,+112,
2018-06-13T18:25:00Z,7362,K Bradley,-126,
2018-06-13T18:43:02Z,7195,T Strafaci,-101,
2018-06-13T18:43:02Z,7196,W Zalatoris,-120,
2018-06-13T18:43:15Z,7165,A Baddeley,+114,
2018-06-13T18:43:15Z,7166,S Im,-138,
2018-06-13T18:45:36Z,7165,A Baddeley,+104,
2018-06-13T18:45:36Z,7166,S Im,-126,
2018-06-13T18:46:21Z,7165,A Baddeley,-106,
2018-06-13T18:46:21Z,7166,S Im,-114,
2018-06-13T18:47:16Z,7165,A Baddeley,-105,
2018-06-13T18:47:16Z,7166,S Im,-115,
2018-06-13T19:22:02Z,7003,D Johnson,-154,
2018-06-13T19:22:02Z,7004,R McIlroy,+137,
2018-06-13T19:22:43Z,7005,D Johnson,-141,
2018-06-13T19:22:43Z,7006,J Day,+125,
2018-06-13T19:22:57Z,7003,D Johnson,-151,
2018-06-13T19:22:57Z,7004,R McIlroy,+134,
2018-06-13T19:23:37Z,7005,D Johnson,-142,
2018-06-13T19:23:37Z,7006,J Day,+126,
2018-06-13T19:26:43Z,7041,J Thomas,+108,
2018-06-13T19:26:43Z,7042,R Fowler,-121,
2018-06-13T19:27:10Z,7041,J Thomas,+107,
2018-06-13T19:27:10Z,7042,R Fowler,-120,
2018-06-13T19:28:36Z,7071,H Stenson,-111,
2018-06-13T19:28:36Z,7072,H Matsuyama,-101,
2018-06-13T19:30:29Z,7041,J Thomas,+108,
2018-06-13T19:30:29Z,7042,R Fowler,-121,
2018-06-13T19:31:11Z,7071,H Stenson,-110,
2018-06-13T19:31:11Z,7072,H Matsuyama,-102,
2018-06-13T19:43:24Z,7383,J Thomas,-126,
2018-06-13T19:43:24Z,7384,T Woods,+112,
2018-06-13T19:47:37Z,7331,P Rodgers,-121,
2018-06-13T19:47:37Z,7332,S Sharma,+108,
2018-06-13T19:48:59Z,7083,A Noren,+125,
2018-06-13T19:48:59Z,7084,L Oosthuizen,-141,
2018-06-13T19:49:30Z,7083,A Noren,+118,
2018-06-13T19:49:30Z,7084,L Oosthuizen,-133,
2018-06-13T19:49:44Z,7089,P Cantlay,-108,
2018-06-13T19:49:44Z,7090,F Molinari,-104,
2018-06-13T19:50:25Z,7089,P Cantlay,-109,
2018-06-13T19:50:25Z,7090,F Molinari,-103,
2018-06-13T19:55:33Z,7175,T Duncan,-228,
2018-06-13T19:55:33Z,7176,R Hoshino,+184,
2018-06-13T19:56:45Z,7195,T Strafaci,+118,
2018-06-13T19:56:45Z,7196,W Zalatoris,-143,
2018-06-13T19:57:12Z,7199,M Putnam,-168,
2018-06-13T19:57:12Z,7200,C Miller,+138,
2018-06-13T19:57:39Z,7201,M DeMorat,+155,
2018-06-13T19:57:39Z,7202,T Wilkinson,-190,
2018-06-13T19:57:40Z,7199,M Putnam,-169,
2018-06-13T19:57:40Z,7195,T Strafaci,+119,
2018-06-13T19:57:40Z,7196,W Zalatoris,-144,
2018-06-13T19:57:57Z,7199,M Putnam,-170,
2018-06-13T19:57:58Z,7200,C Miller,+139,
2018-06-13T19:58:11Z,7211,C Hill,+188,
2018-06-13T19:58:11Z,7212,C Wilson,-234,
2018-06-13T19:58:38Z,7211,C Hill,+193,
2018-06-13T19:58:38Z,7212,C Wilson,-241,
2018-06-13T19:58:38Z,7201,M DeMorat,+157,
2018-06-13T19:58:38Z,7202,T Wilkinson,-193,
2018-06-13T20:09:38Z,7077,M Leishman,-103,
2018-06-13T20:09:38Z,7078,P Cantlay,-109,
2018-06-13T20:10:51Z,7077,M Leishman,-100,
2018-06-13T20:10:51Z,7078,P Cantlay,-112,
2018-06-13T20:20:46Z,7331,P Rodgers,-116,
2018-06-13T20:20:46Z,7332,S Sharma,+103,
2018-06-13T20:21:00Z,7331,P Rodgers,-111,
2018-06-13T20:21:00Z,7332,S Sharma,-101,
2018-06-13T20:24:00Z,7331,P Rodgers,-112,
2018-06-13T20:24:00Z,7332,S Sharma,-100,
2018-06-13T20:25:13Z,7079,W Simpson,-142,
2018-06-13T20:25:13Z,7080,B Watson,+126,
2018-06-13T20:25:54Z,7079,W Simpson,-138,
2018-06-13T20:25:54Z,7080,B Watson,+123,
2018-06-13T20:25:54Z,7011,D Johnson,-137,
2018-06-13T20:25:54Z,7012,R Fowler,+122,
2018-06-13T20:26:21Z,7109,R Cabrera-Bello,-110,
2018-06-13T20:26:21Z,7110,B Snedeker,-102,
2018-06-13T20:26:21Z,7011,D Johnson,-146,
2018-06-13T20:26:21Z,7012,R Fowler,+130,
2018-06-13T20:26:35Z,7011,D Johnson,-133,
2018-06-13T20:26:35Z,7012,R Fowler,+118,
2018-06-13T20:26:48Z,7109,R Cabrera-Bello,-108,
2018-06-13T20:26:48Z,7110,B Snedeker,-104,
2018-06-13T20:26:49Z,7003,D Johnson,-141,
2018-06-13T20:26:49Z,7004,R McIlroy,+125,
2018-06-13T20:27:20Z,7003,D Johnson,-146,
2018-06-13T20:27:20Z,7004,R McIlroy,+130,
2018-06-13T20:27:20Z,7315,R McIlroy,-116,
2018-06-13T20:27:20Z,7316,J Spieth,+103,
2018-06-13T20:27:34Z,7315,R McIlroy,-129,
2018-06-13T20:27:34Z,7316,J Spieth,+115,
2018-06-13T20:28:01Z,7315,R McIlroy,-136,
2018-06-13T20:28:01Z,7316,J Spieth,+121,
2018-06-13T20:28:14Z,7315,R McIlroy,-134,
2018-06-13T20:28:14Z,7316,J Spieth,+119,
2018-06-13T20:31:34Z,7017,D Johnson,-113,
2018-06-13T20:31:34Z,7018,J Rose,+101,
2018-06-13T20:31:48Z,7017,D Johnson,-106,
2018-06-13T20:31:48Z,7018,J Rose,-106,
2018-06-13T20:32:28Z,7017,D Johnson,-108,
2018-06-13T20:32:28Z,7018,J Rose,-104,
2018-06-13T20:32:42Z,7017,D Johnson,-104,
2018-06-13T20:32:42Z,7018,J Rose,-108,
2018-06-13T20:33:09Z,7017,D Johnson,-108,
2018-06-13T20:33:09Z,7018,J Rose,-104,
2018-06-13T20:35:12Z,7055,B Koepka,-137,
2018-06-13T20:35:12Z,7056,H Stenson,+122,
2018-06-13T20:35:34Z,7315,R McIlroy,-133,
2018-06-13T20:35:34Z,7316,J Spieth,+118,
2018-06-13T20:38:21Z,7055,B Koepka,-134,
2018-06-13T20:38:21Z,7056,H Stenson,+119,
2018-06-13T20:40:15Z,7367,A Noren,+110,
2018-06-13T20:40:15Z,7368,F Molinari,-124,
2018-06-13T20:40:16Z,7303,L Oosthuizen,-132,
2018-06-13T20:40:16Z,7304,J Walker,+117,
2018-06-13T20:40:16Z,7305,P Cantlay,-143,
2018-06-13T20:40:16Z,7306,B Harman,+127,
2018-06-13T20:40:17Z,7309,B Grace,+111,
2018-06-13T20:40:17Z,7310,P Casey,-125,
2018-06-13T20:40:18Z,7311,C Schwartzel,+118,
2018-06-13T20:40:18Z,7312,Z Johnson,-133,
2018-06-13T20:40:19Z,7313,I Poulter,-128,
2018-06-13T20:40:19Z,7314,T Hatton,+114,
2018-06-13T20:40:20Z,7329,R Fowler,-140,
2018-06-13T20:40:20Z,7330,H Matsuyama,+124,
2018-06-13T20:40:21Z,7335,C Howell III,-141,
2018-06-13T20:40:21Z,7336,B Haas,+125,
2018-06-13T20:40:22Z,7347,P Uihlein,+115,
2018-06-13T20:40:22Z,7348,R Henley,-129,
2018-06-13T20:40:23Z,7357,T Finau,-128,
2018-06-13T20:40:23Z,7358,L List,+114,
2018-06-13T20:40:33Z,7303,L Oosthuizen,-134,
2018-06-13T20:40:33Z,7304,J Walker,+119,
2018-06-13T20:40:44Z,7305,P Cantlay,-145,
2018-06-13T20:40:44Z,7306,B Harman,+129,
2018-06-13T20:40:57Z,7309,B Grace,+113,
2018-06-13T20:40:57Z,7310,P Casey,-127,
2018-06-13T20:40:57Z,7311,C Schwartzel,+120,
2018-06-13T20:40:57Z,7312,Z Johnson,-135,
2018-06-13T20:41:10Z,7313,I Poulter,-130,
2018-06-13T20:41:10Z,7314,T Hatton,+116,
2018-06-13T20:41:24Z,7329,R Fowler,-142,
2018-06-13T20:41:24Z,7330,H Matsuyama,+126,
2018-06-13T20:41:38Z,7325,M Kuchar,-143,
2018-06-13T20:41:38Z,7326,M Fitzpatrick,+127,
2018-06-13T20:41:38Z,7347,P Uihlein,+117,
2018-06-13T20:41:38Z,7348,R Henley,-132,
2018-06-13T20:41:55Z,7357,T Finau,-123,
2018-06-13T20:41:55Z,7358,L List,+109,
2018-06-13T20:42:09Z,7367,A Noren,+111,
2018-06-13T20:42:09Z,7368,F Molinari,-125,
2018-06-13T20:45:24Z,7079,W Simpson,-134,
2018-06-13T20:45:24Z,7080,B Watson,+119,
2018-06-13T20:45:52Z,7079,W Simpson,-131,
2018-06-13T20:45:52Z,7080,B Watson,+116,
2018-06-13T20:46:37Z,7079,W Simpson,-124,
2018-06-13T20:46:37Z,7080,B Watson,+110,
2018-06-13T20:46:37Z,7017,D Johnson,+102,
2018-06-13T20:46:37Z,7018,J Rose,-115,
2018-06-13T20:47:31Z,7017,D Johnson,-102,
2018-06-13T20:47:31Z,7018,J Rose,-110,
2018-06-13T20:47:44Z,7069,P Casey,-179,
2018-06-13T20:47:44Z,7070,A Noren,+158,
2018-06-13T20:47:58Z,7069,P Casey,-188,
2018-06-13T20:47:58Z,7070,A Noren,+166,
2018-06-13T20:48:16Z,7069,P Casey,-184,
2018-06-13T20:48:16Z,7070,A Noren,+162,
2018-06-13T20:48:16Z,7095,A Scott,-166,
2018-06-13T20:48:16Z,7096,X Schauffele,+147,
2018-06-13T20:48:44Z,7095,A Scott,-160,
2018-06-13T20:48:44Z,7096,X Schauffele,+142,
2018-06-13T20:48:57Z,7017,D Johnson,+108,
2018-06-13T20:48:57Z,7018,J Rose,-121,
2018-06-13T20:49:38Z,7069,P Casey,-199,
2018-06-13T20:49:38Z,7070,A Noren,+175,
2018-06-13T20:49:38Z,7017,D Johnson,+106,
2018-06-13T20:49:38Z,7018,J Rose,-119,
2018-06-13T20:50:23Z,7069,P Casey,-196,
2018-06-13T20:50:23Z,7070,A Noren,+173,
2018-06-13T20:51:31Z,7113,I Poulter,-131,
2018-06-13T20:51:31Z,7114,L List,+116,
2018-06-13T20:52:11Z,7113,I Poulter,-129,
2018-06-13T20:52:11Z,7114,L List,+115,
2018-06-13T20:53:11Z,7043,J Rahm,+102,
2018-06-13T20:53:11Z,7044,B Koepka,-115,
2018-06-13T20:53:11Z,7335,C Howell III,-131,
2018-06-13T20:53:11Z,7336,B Haas,+116,
2018-06-13T20:53:37Z,7043,J Rahm,+103,
2018-06-13T20:53:37Z,7044,B Koepka,-116,
2018-06-13T20:53:37Z,7335,C Howell III,-137,
2018-06-13T20:53:37Z,7336,B Haas,+122,
2018-06-13T20:53:51Z,7043,J Rahm,+105,
2018-06-13T20:53:51Z,7044,B Koepka,-118,
2018-06-13T20:54:05Z,7019,R McIlroy,+100,
2018-06-13T20:54:05Z,7020,J Day,-112,
2018-06-13T20:54:50Z,7113,I Poulter,-138,
2018-06-13T20:54:50Z,7114,L List,+123,
2018-06-13T20:55:10Z,7101,J Walker,-118,
2018-06-13T20:55:10Z,7102,K Stanley,+105,
2018-06-13T20:55:32Z,7113,I Poulter,-134,
2018-06-13T20:55:32Z,7114,L List,+119,
2018-06-13T20:59:05Z,7309,B Grace,+112,
2018-06-13T20:59:05Z,7310,P Casey,-126,
2018-06-13T20:59:05Z,7335,C Howell III,-128,
2018-06-13T20:59:05Z,7336,B Haas,+114,
2018-06-13T20:59:19Z,7335,C Howell III,-135,
2018-06-13T20:59:19Z,7336,B Haas,+120,
2018-06-13T21:01:42Z,7145,H Li,-137,
2018-06-13T21:01:42Z,7146,D Willett,+122,
2018-06-13T21:02:23Z,7145,H Li,-136,
2018-06-13T21:02:23Z,7146,D Willett,+121,
2018-06-13T21:02:36Z,7145,H Li,-133,
2018-06-13T21:02:36Z,7146,D Willett,+118,
2018-06-13T21:02:50Z,7093,T Finau,-101,
2018-06-13T21:02:50Z,7094,A Scott,-111,
2018-06-13T21:03:17Z,7093,T Finau,-104,
2018-06-13T21:03:17Z,7094,A Scott,-108,
2018-06-13T21:03:31Z,7111,B Hun An,-101,
2018-06-13T21:03:31Z,7112,M Fitzpatrick,-111,
2018-06-13T21:03:49Z,7111,B Hun An,+104,
2018-06-13T21:03:49Z,7112,M Fitzpatrick,-117,
2018-06-13T21:04:03Z,7151,S Sharma,+128,
2018-06-13T21:04:03Z,7152,P Rodgers,-144,
2018-06-13T21:04:16Z,7093,T Finau,+103,
2018-06-13T21:04:16Z,7094,A Scott,-116,
2018-06-13T21:04:16Z,7111,B Hun An,+110,
2018-06-13T21:04:16Z,7112,M Fitzpatrick,-124,
2018-06-13T21:04:57Z,7093,T Finau,+101,
2018-06-13T21:04:57Z,7094,A Scott,-113,
2018-06-13T21:06:51Z,7127,K Kisner,-107,
2018-06-13T21:06:51Z,7128,SW Kim,-105,
2018-06-13T21:07:18Z,7127,K Kisner,-102,
2018-06-13T21:07:18Z,7128,SW Kim,-110,
2018-06-13T21:07:32Z,7127,K Kisner,+103,
2018-06-13T21:07:32Z,7128,SW Kim,-116,
2018-06-13T21:07:45Z,7127,K Kisner,+109,
2018-06-13T21:07:46Z,7128,SW Kim,-123,
2018-06-13T21:11:46Z,7009,J Rose,-127,
2018-06-13T21:11:46Z,7010,R Fowler,+113,
2018-06-13T21:11:59Z,7165,A Baddeley,-115,
2018-06-13T21:11:59Z,7166,S Im,-105,
2018-06-13T21:12:17Z,7009,J Rose,-129,
2018-06-13T21:12:17Z,7010,R Fowler,+115,
2018-06-13T21:14:06Z,7173,E Axley,-230,
2018-06-13T21:14:06Z,7174,G Rank,+185,
2018-06-13T21:14:24Z,7175,T Duncan,-276,
2018-06-13T21:14:24Z,7176,R Hoshino,+219,
2018-06-13T21:14:24Z,7017,D Johnson,+101,
2018-06-13T21:14:24Z,7018,J Rose,-114,
