date,rot,team,odds,type
2018-06-13T21:15:09Z,7017,D Johnson,+104,
2018-06-13T21:15:09Z,7018,J Rose,-117,
2018-06-13T21:15:19Z,7017,D Johnson,+105,
2018-06-13T21:15:19Z,7018,J Rose,-118,
2018-06-13T21:15:47Z,7175,T Duncan,-280,
2018-06-13T21:15:47Z,7176,R Hoshino,+222,
2018-06-13T21:18:07Z,7017,D Johnson,+103,
2018-06-13T21:18:07Z,7018,J Rose,-116,
2018-06-13T21:19:06Z,7035,J Spieth,-116,
2018-06-13T21:19:06Z,7036,J Rahm,+103,
2018-06-13T21:25:56Z,7315,R McIlroy,-130,
2018-06-13T21:25:56Z,7316,J Spieth,+116,
2018-06-13T21:30:50Z,7347,P Uihlein,+115,
2018-06-13T21:30:50Z,7348,R Henley,-129,
2018-06-13T21:37:41Z,7185,N Goodwin,+104,
2018-06-13T21:37:41Z,7186,S Ban,-126,
2018-06-13T21:56:25Z,7325,M Kuchar,-139,
2018-06-13T21:56:25Z,7326,M Fitzpatrick,+123,
2018-06-13T22:00:25Z,7303,L Oosthuizen,-130,
2018-06-13T22:00:25Z,7304,J Walker,+116,
2018-06-13T22:01:24Z,7335,C Howell III,-132,
2018-06-13T22:01:24Z,7336,B Haas,+117,
2018-06-13T22:09:44Z,7049,T Woods,+121,
2018-06-13T22:09:44Z,7050,B Koepka,-136,
2018-06-13T22:09:44Z,7079,W Simpson,-125,
2018-06-13T22:09:44Z,7080,B Watson,+111,
2018-06-13T22:10:16Z,7049,T Woods,+119,
2018-06-13T22:10:16Z,7050,B Koepka,-134,
2018-06-13T22:10:16Z,7329,R Fowler,-136,
2018-06-13T22:10:16Z,7330,H Matsuyama,+121,
2018-06-13T22:10:43Z,7329,R Fowler,-132,
2018-06-13T22:10:43Z,7330,H Matsuyama,+117,
2018-06-13T22:10:57Z,7339,B Gay,-149,
2018-06-13T22:10:57Z,7340,S Burns,+132,
2018-06-13T22:10:57Z,7369,T Fleetwood,-119,
2018-06-13T22:10:57Z,7370,F Molinari,+106,
2018-06-13T22:10:57Z,7377,K Stanley,-142,
2018-06-13T22:10:57Z,7378,Ca Smith,+126,
2018-06-13T22:10:57Z,7385,SW Kim,-133,
2018-06-13T22:10:58Z,7386,H Tong Li,+118,
2018-06-13T22:12:05Z,7385,SW Kim,-140,
2018-06-13T22:12:05Z,7386,H Tong Li,+124,
2018-06-13T22:12:24Z,7377,K Stanley,-150,
2018-06-13T22:12:24Z,7378,Ca Smith,+133,
2018-06-13T22:12:38Z,7369,T Fleetwood,-125,
2018-06-13T22:12:38Z,7370,F Molinari,+111,
2018-06-13T22:12:51Z,7339,B Gay,-155,
2018-06-13T22:12:52Z,7340,S Burns,+137,
2018-06-13T22:14:31Z,7369,T Fleetwood,-137,
2018-06-13T22:14:31Z,7370,F Molinari,+122,
2018-06-13T22:14:31Z,7309,B Grace,+123,
2018-06-13T22:14:31Z,7310,P Casey,-138,
2018-06-13T22:14:31Z,7329,R Fowler,-145,
2018-06-13T22:14:31Z,7330,H Matsuyama,+129,
2018-06-13T22:17:19Z,7369,T Fleetwood,-125,
2018-06-13T22:17:19Z,7370,F Molinari,+111,
2018-06-13T22:17:46Z,7369,T Fleetwood,-131,
2018-06-13T22:17:46Z,7370,F Molinari,+116,
2018-06-13T22:18:27Z,7369,T Fleetwood,-119,
2018-06-13T22:18:27Z,7370,F Molinari,+106,
2018-06-13T22:19:12Z,7017,D Johnson,+101,
2018-06-13T22:19:12Z,7018,J Rose,-114,
2018-06-13T22:19:53Z,7369,T Fleetwood,-125,
2018-06-13T22:19:53Z,7370,F Molinari,+111,
2018-06-13T22:20:09Z,7369,T Fleetwood,-128,
2018-06-13T22:20:09Z,7370,F Molinari,+114,
2018-06-13T22:21:34Z,7001,J Rose,-132,
2018-06-13T22:21:35Z,7002,J Thomas,+117,
2018-06-13T22:21:48Z,7369,T Fleetwood,-122,
2018-06-13T22:21:48Z,7370,F Molinari,+109,
2018-06-13T22:22:16Z,7001,J Rose,-141,
2018-06-13T22:22:16Z,7002,J Thomas,+125,
2018-06-13T22:22:43Z,7001,J Rose,-143,
2018-06-13T22:22:43Z,7002,J Thomas,+127,
2018-06-13T22:23:55Z,7019,R McIlroy,-111,
2018-06-13T22:23:55Z,7020,J Day,-101,
2018-06-13T22:24:50Z,7019,R McIlroy,-102,
2018-06-13T22:24:50Z,7020,J Day,-110,
2018-06-13T22:24:50Z,7309,B Grace,+121,
2018-06-13T22:24:50Z,7310,P Casey,-136,
2018-06-13T22:26:03Z,7069,P Casey,-189,
2018-06-13T22:26:03Z,7070,A Noren,+167,
2018-06-13T22:28:23Z,7041,J Thomas,-103,
2018-06-13T22:28:23Z,7042,R Fowler,-109,
2018-06-13T22:28:23Z,7039,J Thomas,-112,
2018-06-13T22:28:23Z,7040,J Day,+100,
2018-06-13T22:28:37Z,7019,R McIlroy,-113,
2018-06-13T22:28:37Z,7020,J Day,+101,
2018-06-13T22:29:05Z,7039,J Thomas,-106,
2018-06-13T22:29:05Z,7040,J Day,-106,
2018-06-13T22:29:50Z,7041,J Thomas,+104,
2018-06-13T22:29:50Z,7042,R Fowler,-117,
2018-06-13T22:30:18Z,7019,R McIlroy,-106,
2018-06-13T22:30:18Z,7020,J Day,-106,
2018-06-13T22:32:25Z,7037,J Spieth,-113,
2018-06-13T22:32:25Z,7038,B Koepka,+101,
2018-06-13T22:32:25Z,7049,T Woods,+108,
2018-06-13T22:32:25Z,7050,B Koepka,-121,
2018-06-13T22:32:25Z,7057,B Koepka,-125,
2018-06-13T22:32:25Z,7058,H Matsuyama,+111,
2018-06-13T22:32:25Z,7055,B Koepka,-122,
2018-06-13T22:32:25Z,7056,H Stenson,+109,
2018-06-13T22:32:38Z,7037,J Spieth,-106,
2018-06-13T22:32:38Z,7038,B Koepka,-106,
2018-06-13T22:33:05Z,7037,J Spieth,-111,
2018-06-13T22:33:05Z,7038,B Koepka,-101,
2018-06-13T22:33:37Z,7055,B Koepka,-130,
2018-06-13T22:33:37Z,7056,H Stenson,+116,
2018-06-13T22:33:37Z,7385,SW Kim,-136,
2018-06-13T22:33:37Z,7386,H Tong Li,+121,
2018-06-13T22:34:18Z,7001,J Rose,-159,
2018-06-13T22:34:18Z,7002,J Thomas,+141,
2018-06-13T22:34:18Z,7057,B Koepka,-130,
2018-06-13T22:34:18Z,7058,H Matsuyama,+116,
2018-06-13T22:34:46Z,7001,J Rose,-150,
2018-06-13T22:34:46Z,7002,J Thomas,+133,
2018-06-13T22:34:59Z,7065,B Grace,-104,
2018-06-13T22:34:59Z,7066,B Dechambeau,-108,
2018-06-13T22:35:00Z,7001,J Rose,-146,
2018-06-13T22:35:00Z,7002,J Thomas,+130,
2018-06-13T22:36:53Z,7067,M Leishman,-102,
2018-06-13T22:36:53Z,7068,F Molinari,-110,
2018-06-13T22:37:20Z,7037,J Spieth,-106,
2018-06-13T22:37:20Z,7038,B Koepka,-106,
2018-06-13T22:38:05Z,7113,I Poulter,-140,
2018-06-13T22:38:05Z,7114,L List,+124,
2018-06-13T22:38:32Z,7069,P Casey,-169,
2018-06-13T22:38:32Z,7070,A Noren,+149,
2018-06-13T22:38:59Z,7049,T Woods,+114,
2018-06-13T22:38:59Z,7050,B Koepka,-128,
2018-06-13T22:39:00Z,7069,P Casey,-185,
2018-06-13T22:39:00Z,7070,A Noren,+163,
2018-06-13T22:39:27Z,7077,M Leishman,+111,
2018-06-13T22:39:27Z,7078,P Cantlay,-125,
2018-06-13T22:39:41Z,7049,T Woods,+117,
2018-06-13T22:39:41Z,7050,B Koepka,-132,
2018-06-13T22:39:58Z,7081,T Fleetwood,-143,
2018-06-13T22:39:59Z,7082,S Garcia,+127,
2018-06-13T22:41:20Z,7067,M Leishman,-113,
2018-06-13T22:41:20Z,7068,F Molinari,+101,
2018-06-13T22:41:20Z,7081,T Fleetwood,-149,
2018-06-13T22:41:20Z,7082,S Garcia,+132,
2018-06-13T22:41:34Z,7081,T Fleetwood,-152,
2018-06-13T22:41:34Z,7082,S Garcia,+135,
2018-06-13T22:41:47Z,7067,M Leishman,-112,
2018-06-13T22:41:47Z,7068,F Molinari,-100,
2018-06-13T22:42:05Z,7087,T Finau,-162,
2018-06-13T22:42:05Z,7088,X Schauffele,+143,
2018-06-13T22:42:32Z,7087,T Finau,-150,
2018-06-13T22:42:32Z,7088,X Schauffele,+133,
2018-06-13T22:42:46Z,7077,M Leishman,+106,
2018-06-13T22:42:46Z,7078,P Cantlay,-119,
2018-06-13T22:42:59Z,7077,M Leishman,+105,
2018-06-13T22:43:00Z,7078,P Cantlay,-118,
2018-06-13T22:43:00Z,7087,T Finau,-167,
2018-06-13T22:43:00Z,7088,X Schauffele,+148,
2018-06-13T22:43:40Z,7087,T Finau,-155,
2018-06-13T22:43:40Z,7088,X Schauffele,+137,
2018-06-13T22:44:12Z,7095,A Scott,-179,
2018-06-13T22:44:12Z,7096,X Schauffele,+158,
2018-06-13T22:44:53Z,7095,A Scott,-170,
2018-06-13T22:44:53Z,7096,X Schauffele,+150,
2018-06-13T22:45:07Z,7103,E Grillo,-138,
2018-06-13T22:45:07Z,7104,K Stanley,+123,
2018-06-13T22:45:47Z,7103,E Grillo,-141,
2018-06-13T22:45:47Z,7104,K Stanley,+125,
2018-06-13T22:46:19Z,7109,R Cabrera-Bello,-120,
2018-06-13T22:46:19Z,7110,B Snedeker,+107,
2018-06-13T22:46:19Z,7097,E Grillo,-125,
2018-06-13T22:46:19Z,7098,J Walker,+111,
2018-06-13T22:46:59Z,7109,R Cabrera-Bello,-111,
2018-06-13T22:46:59Z,7110,B Snedeker,-101,
2018-06-13T22:47:27Z,7101,J Walker,-113,
2018-06-13T22:47:27Z,7102,K Stanley,+101,
2018-06-13T22:48:39Z,7111,B Hun An,-101,
2018-06-13T22:48:39Z,7112,M Fitzpatrick,-111,
2018-06-13T22:49:20Z,7111,B Hun An,+105,
2018-06-13T22:49:20Z,7112,M Fitzpatrick,-118,
2018-06-13T22:49:34Z,7101,J Walker,-116,
2018-06-13T22:49:34Z,7102,K Stanley,+103,
2018-06-13T22:49:47Z,7165,A Baddeley,-111,
2018-06-13T22:49:47Z,7166,S Im,-109,
2018-06-13T22:50:01Z,7165,A Baddeley,-107,
2018-06-13T22:50:01Z,7166,S Im,-113,
2018-06-13T22:50:01Z,7113,I Poulter,-126,
2018-06-13T22:50:01Z,7114,L List,+112,
2018-06-13T22:50:59Z,7111,B Hun An,-106,
2018-06-13T22:51:00Z,7112,M Fitzpatrick,-106,
2018-06-13T22:52:22Z,7127,K Kisner,-102,
2018-06-13T22:52:22Z,7128,SW Kim,-110,
2018-06-13T22:52:40Z,7139,T Mullinax,-102,
2018-06-13T22:52:40Z,7140,R Fisher,-110,
2018-06-13T22:52:40Z,7113,I Poulter,-135,
2018-06-13T22:52:40Z,7114,L List,+120,
2018-06-13T22:53:07Z,7111,B Hun An,+102,
2018-06-13T22:53:07Z,7112,M Fitzpatrick,-115,
2018-06-13T22:53:21Z,7129,Ca Smith,+105,
2018-06-13T22:53:21Z,7130,K Aphibarnrat,-118,
2018-06-13T22:53:35Z,7127,K Kisner,+103,
2018-06-13T22:53:35Z,7128,SW Kim,-116,
2018-06-13T22:54:02Z,7129,Ca Smith,-102,
2018-06-13T22:54:02Z,7130,K Aphibarnrat,-110,
2018-06-13T22:54:15Z,7135,A Hadwin,-106,
2018-06-13T22:54:15Z,7136,C Reavie,-106,
2018-06-13T22:55:01Z,7311,C Schwartzel,+119,
2018-06-13T22:55:01Z,7312,Z Johnson,-134,
2018-06-13T22:55:15Z,7141,C Howell III,-150,
2018-06-13T22:55:15Z,7142,K Chappell,+133,
2018-06-13T22:55:28Z,7165,A Baddeley,-125,
2018-06-13T22:55:29Z,7166,S Im,+103,
2018-06-13T22:55:29Z,7323,B Dechambeau,+100,
2018-06-13T22:55:29Z,7324,M Kuchar,-112,
2018-06-13T22:56:09Z,7165,A Baddeley,-128,
2018-06-13T22:56:09Z,7166,S Im,+106,
2018-06-13T22:59:16Z,7367,A Noren,+104,
2018-06-13T22:59:16Z,7368,F Molinari,-117,
2018-06-13T23:00:37Z,7367,A Noren,+108,
2018-06-13T23:00:37Z,7368,F Molinari,-121,
2018-06-13T23:01:22Z,7019,R McIlroy,-118,
2018-06-13T23:01:22Z,7020,J Day,+105,
2018-06-13T23:01:22Z,7013,J Day,+104,
2018-06-13T23:01:22Z,7014,R Fowler,-117,
2018-06-13T23:01:45Z,7013,J Day,-102,
2018-06-13T23:01:45Z,7014,R Fowler,-110,
2018-06-13T23:01:59Z,7013,J Day,-104,
2018-06-13T23:01:59Z,7014,R Fowler,-108,
2018-06-13T23:02:26Z,7019,R McIlroy,-112,
2018-06-13T23:02:26Z,7020,J Day,-100,
2018-06-13T23:04:47Z,7005,D Johnson,-158,
2018-06-13T23:04:47Z,7006,J Day,+140,
2018-06-13T23:06:14Z,7373,Ca Smith,+101,
2018-06-13T23:06:14Z,7374,P Perez,-113,
2018-06-13T23:06:28Z,7033,J Rahm,-120,
2018-06-13T23:06:28Z,7034,T Woods,+107,
2018-06-13T23:07:08Z,7033,J Rahm,-124,
2018-06-13T23:07:08Z,7034,T Woods,+110,
2018-06-13T23:07:36Z,7005,D Johnson,-147,
2018-06-13T23:07:36Z,7006,J Day,+130,
2018-06-13T23:08:07Z,7039,J Thomas,-118,
2018-06-13T23:08:07Z,7040,J Day,+105,
2018-06-13T23:08:07Z,7005,D Johnson,-152,
2018-06-13T23:08:07Z,7006,J Day,+135,
2018-06-13T23:08:35Z,7039,J Thomas,-110,
2018-06-13T23:08:35Z,7040,J Day,-102,
2018-06-13T23:08:35Z,7043,J Rahm,-106,
2018-06-13T23:08:35Z,7044,B Koepka,-106,
2018-06-13T23:09:02Z,7043,J Rahm,+103,
2018-06-13T23:09:02Z,7044,B Koepka,-116,
2018-06-13T23:14:30Z,7065,B Grace,+107,
2018-06-13T23:14:30Z,7066,B Dechambeau,-120,
2018-06-13T23:15:11Z,7067,M Leishman,-101,
2018-06-13T23:15:11Z,7068,F Molinari,-111,
2018-06-13T23:15:25Z,7069,P Casey,-165,
2018-06-13T23:15:25Z,7070,A Noren,+146,
2018-06-13T23:15:39Z,7067,M Leishman,-109,
2018-06-13T23:15:39Z,7068,F Molinari,-103,
2018-06-13T23:15:53Z,7069,P Casey,-180,
2018-06-13T23:15:53Z,7070,A Noren,+159,
2018-06-13T23:16:52Z,7087,T Finau,-173,
2018-06-13T23:16:52Z,7088,X Schauffele,+153,
2018-06-13T23:16:52Z,7069,P Casey,-181,
2018-06-13T23:16:52Z,7070,A Noren,+160,
2018-06-13T23:17:06Z,7069,P Casey,-180,
2018-06-13T23:17:06Z,7070,A Noren,+159,
2018-06-13T23:17:19Z,7087,T Finau,-160,
2018-06-13T23:17:19Z,7088,X Schauffele,+142,
2018-06-13T23:18:59Z,7111,B Hun An,-109,
2018-06-13T23:18:59Z,7112,M Fitzpatrick,-103,
2018-06-13T23:19:26Z,7111,B Hun An,-101,
2018-06-13T23:19:26Z,7112,M Fitzpatrick,-111,
2018-06-13T23:19:39Z,7111,B Hun An,-102,
2018-06-13T23:19:39Z,7112,M Fitzpatrick,-110,
2018-06-13T23:19:40Z,7113,I Poulter,-122,
2018-06-13T23:19:40Z,7114,L List,+109,
2018-06-13T23:19:53Z,7113,I Poulter,-133,
2018-06-13T23:19:53Z,7114,L List,+118,
2018-06-13T23:20:07Z,7127,K Kisner,-108,
2018-06-13T23:20:07Z,7128,SW Kim,-104,
2018-06-13T23:20:21Z,7319,J Spieth,-114,
2018-06-13T23:20:21Z,7320,P Mickelson,+101,
2018-06-13T23:20:35Z,7127,K Kisner,-100,
2018-06-13T23:20:35Z,7128,SW Kim,-112,
2018-06-13T23:20:35Z,7129,Ca Smith,+109,
2018-06-13T23:20:35Z,7130,K Aphibarnrat,-123,
2018-06-13T23:21:06Z,7129,Ca Smith,-100,
2018-06-13T23:21:06Z,7130,K Aphibarnrat,-112,
2018-06-13T23:23:26Z,7067,M Leishman,+102,
2018-06-13T23:23:26Z,7068,F Molinari,-115,
2018-06-13T23:24:20Z,7067,M Leishman,-107,
2018-06-13T23:24:20Z,7068,F Molinari,-105,
2018-06-13T23:25:06Z,7301,Shane Lowry,+107,
2018-06-13T23:25:06Z,7302,C Reavie,-120,
2018-06-13T23:26:42Z,7329,R Fowler,-131,
2018-06-13T23:26:42Z,7330,H Matsuyama,+116,
2018-06-13T23:26:56Z,7329,R Fowler,-132,
2018-06-13T23:26:56Z,7330,H Matsuyama,+117,
2018-06-13T23:27:28Z,7361,X Schauffele,+125,
2018-06-13T23:27:28Z,7362,K Bradley,-141,
2018-06-13T23:27:55Z,7369,T Fleetwood,-110,
2018-06-13T23:27:55Z,7370,F Molinari,-102,
2018-06-13T23:28:08Z,7373,Ca Smith,+112,
2018-06-13T23:28:08Z,7374,P Perez,-126,
2018-06-13T23:28:50Z,7369,T Fleetwood,-116,
2018-06-13T23:28:50Z,7370,F Molinari,+103,
2018-06-13T23:30:45Z,7033,J Rahm,-111,
2018-06-13T23:30:45Z,7034,T Woods,-101,
2018-06-13T23:31:12Z,7361,X Schauffele,+123,
2018-06-13T23:31:12Z,7362,K Bradley,-139,
2018-06-13T23:32:12Z,7301,Shane Lowry,-102,
2018-06-13T23:32:12Z,7302,C Reavie,-110,
2018-06-13T23:32:39Z,7301,Shane Lowry,+101,
2018-06-13T23:32:39Z,7302,C Reavie,-114,
2018-06-13T23:50:48Z,7065,B Grace,+102,
2018-06-13T23:50:48Z,7066,B Dechambeau,-115,
2018-06-13T23:51:29Z,7065,B Grace,+105,
2018-06-13T23:51:29Z,7066,B Dechambeau,-118,
2018-06-13T23:51:56Z,7051,T Woods,+103,
2018-06-13T23:51:56Z,7052,H Stenson,-116,
2018-06-13T23:52:23Z,7051,T Woods,+105,
2018-06-13T23:52:23Z,7052,H Stenson,-118,
2018-06-13T23:54:49Z,7323,B Dechambeau,-103,
2018-06-13T23:54:49Z,7324,M Kuchar,-109,
2018-06-14T00:12:27Z,7373,Ca Smith,+109,
2018-06-14T00:12:27Z,7374,P Perez,-123,
2018-06-14T00:36:52Z,7165,A Baddeley,-124,
2018-06-14T00:36:52Z,7166,S Im,+102,
2018-06-14T00:37:06Z,7165,A Baddeley,-120,
2018-06-14T00:37:06Z,7166,S Im,-101,
2018-06-14T00:44:14Z,7165,A Baddeley,-116,
2018-06-14T00:44:14Z,7166,S Im,-104,
2018-06-14T00:51:09Z,7381,H Stenson,-125,
2018-06-14T00:51:09Z,7382,A Scott,+111,
2018-06-14T00:55:37Z,7165,A Baddeley,-112,
2018-06-14T00:55:37Z,7166,S Im,-108,
2018-06-14T00:56:33Z,7097,E Grillo,-118,
2018-06-14T00:56:33Z,7098,J Walker,+105,
2018-06-14T01:09:16Z,7309,B Grace,+118,
2018-06-14T01:09:16Z,7310,P Casey,-133,
2018-06-14T01:14:15Z,7145,H Li,-136,
2018-06-14T01:14:15Z,7146,D Willett,+121,
2018-06-14T01:17:52Z,7145,H Li,-149,
2018-06-14T01:17:52Z,7146,D Willett,+132,
2018-06-14T01:41:26Z,7377,K Stanley,-135,
2018-06-14T01:41:26Z,7378,Ca Smith,+120,
2018-06-14T01:44:03Z,7065,B Grace,+100,
2018-06-14T01:44:03Z,7066,B Dechambeau,-112,
2018-06-14T01:54:26Z,7011,D Johnson,-141,
2018-06-14T01:54:26Z,7012,R Fowler,+125,
2018-06-14T02:01:28Z,7039,J Thomas,-105,
2018-06-14T02:01:28Z,7040,J Day,-107,
2018-06-14T02:04:45Z,7023,J Rose,-130,
2018-06-14T02:04:45Z,7024,J Day,+116,
2018-06-14T02:06:42Z,7017,D Johnson,-104,
2018-06-14T02:06:42Z,7018,J Rose,-108,
2018-06-14T02:08:37Z,7065,B Grace,-102,
2018-06-14T02:08:37Z,7066,B Dechambeau,-110,
2018-06-14T02:11:26Z,7001,J Rose,-143,
2018-06-14T02:11:26Z,7002,J Thomas,+127,
2018-06-14T02:16:27Z,7041,J Thomas,+101,
2018-06-14T02:16:27Z,7042,R Fowler,-114,
2018-06-14T02:18:23Z,7151,S Sharma,+126,
2018-06-14T02:18:23Z,7152,P Rodgers,-142,
2018-06-14T02:18:37Z,7161,J Vegas,-112,
2018-06-14T02:18:37Z,7162,J Furyk,+100,
2018-06-14T02:20:06Z,7107,M Kaymer,+134,
2018-06-14T02:20:06Z,7108,L List,-151,
2018-06-14T02:20:20Z,7083,A Noren,+109,
2018-06-14T02:20:20Z,7084,L Oosthuizen,-123,
2018-06-14T02:21:49Z,7145,H Li,-151,
2018-06-14T02:21:49Z,7146,D Willett,+134,
2018-06-14T02:36:32Z,7089,P Cantlay,-112,
2018-06-14T02:36:32Z,7090,F Molinari,+100,
2018-06-14T02:41:29Z,7113,I Poulter,-130,
2018-06-14T02:41:29Z,7114,L List,+116,
2018-06-14T02:46:28Z,7017,D Johnson,-106,
2018-06-14T02:46:29Z,7018,J Rose,-106,
2018-06-14T02:47:00Z,7017,D Johnson,-105,
2018-06-14T02:47:00Z,7018,J Rose,-107,
2018-06-14T02:47:55Z,7041,J Thomas,-108,
2018-06-14T02:47:55Z,7042,R Fowler,-104,
2018-06-14T02:48:09Z,7041,J Thomas,-104,
2018-06-14T02:48:10Z,7042,R Fowler,-108,
2018-06-14T02:48:23Z,7161,J Vegas,-124,
2018-06-14T02:48:23Z,7162,J Furyk,+110,
2018-06-14T02:48:37Z,7161,J Vegas,-120,
2018-06-14T02:48:37Z,7162,J Furyk,+107,
2018-06-14T02:48:51Z,7151,S Sharma,+117,
2018-06-14T02:48:51Z,7152,P Rodgers,-132,
2018-06-14T02:49:23Z,7145,H Li,-160,
2018-06-14T02:49:23Z,7146,D Willett,+142,
2018-06-14T02:50:04Z,7107,M Kaymer,+140,
2018-06-14T02:50:04Z,7108,L List,-158,
2018-06-14T02:52:40Z,7083,A Noren,+105,
2018-06-14T02:52:40Z,7084,L Oosthuizen,-118,
2018-06-14T02:53:38Z,7089,P Cantlay,-118,
2018-06-14T02:53:38Z,7090,F Molinari,+105,
2018-06-14T02:53:53Z,7089,P Cantlay,-116,
2018-06-14T02:53:53Z,7090,F Molinari,+103,
2018-06-14T02:58:10Z,7073,P Casey,-147,
2018-06-14T02:58:10Z,7074,L Oosthuizen,+130,
2018-06-14T03:04:28Z,7137,G Woodland,-113,
2018-06-14T03:04:28Z,7138,R Henley,+101,
2018-06-14T03:04:42Z,7133,Z Johnson,-121,
2018-06-14T03:04:42Z,7134,B Harman,+108,
2018-06-14T03:07:09Z,7137,G Woodland,-116,
2018-06-14T03:07:09Z,7138,R Henley,+103,
2018-06-14T03:12:06Z,7153,R Fox,+143,
2018-06-14T03:12:06Z,7154,B Haas,-161,
2018-06-14T03:12:33Z,7123,G McDowell,+140,
2018-06-14T03:12:33Z,7124,C Hoffman,-158,
2018-06-14T03:17:03Z,7133,Z Johnson,-118,
2018-06-14T03:17:03Z,7134,B Harman,+105,
2018-06-14T03:18:57Z,7123,G McDowell,+148,
2018-06-14T03:18:57Z,7124,C Hoffman,-167,
2018-06-14T03:19:11Z,7083,A Noren,+110,
2018-06-14T03:19:11Z,7084,L Oosthuizen,-124,
2018-06-14T03:19:38Z,7137,G Woodland,-120,
2018-06-14T03:19:38Z,7138,R Henley,+107,
2018-06-14T03:20:10Z,7109,R Cabrera-Bello,-113,
2018-06-14T03:20:10Z,7110,B Snedeker,+101,
2018-06-14T03:21:06Z,7137,G Woodland,-115,
2018-06-14T03:21:06Z,7138,R Henley,+102,
2018-06-14T03:24:27Z,7125,Shane Lowry,-122,
2018-06-14T03:24:27Z,7126,T Hatton,+109,
2018-06-14T03:25:35Z,7211,C Hill,+177,
2018-06-14T03:25:35Z,7212,C Wilson,-219,
2018-06-14T03:26:35Z,7209,S Raza,-120,
2018-06-14T03:26:35Z,7210,S Park,-101,
2018-06-14T03:29:37Z,7145,H Li,-146,
2018-06-14T03:29:37Z,7146,D Willett,+130,
2018-06-14T03:31:59Z,7319,J Spieth,-120,
2018-06-14T03:31:59Z,7320,P Mickelson,+107,
2018-06-14T03:31:59Z,7315,R McIlroy,-124,
2018-06-14T03:31:59Z,7316,J Spieth,+110,
2018-06-14T03:32:12Z,7315,R McIlroy,-118,
2018-06-14T03:32:12Z,7316,J Spieth,+105,
2018-06-14T03:34:35Z,7361,X Schauffele,+117,
2018-06-14T03:34:35Z,7362,K Bradley,-132,
2018-06-14T04:19:20Z,7001,J Rose,-140,
2018-06-14T04:19:20Z,7002,J Thomas,+124,
2018-06-14T04:32:02Z,7041,J Thomas,+100,
2018-06-14T04:32:02Z,7042,R Fowler,-112,
2018-06-14T04:38:45Z,7311,C Schwartzel,+114,
2018-06-14T04:38:45Z,7312,Z Johnson,-128,
2018-06-14T04:39:13Z,7041,J Thomas,+104,
2018-06-14T04:39:13Z,7042,R Fowler,-117,
2018-06-14T04:40:27Z,7145,H Li,-159,
2018-06-14T04:40:27Z,7146,D Willett,+141,
2018-06-14T04:41:22Z,7145,H Li,-156,
2018-06-14T04:41:22Z,7146,D Willett,+138,
2018-06-14T05:03:35Z,7339,B Gay,-141,
2018-06-14T05:03:36Z,7340,S Burns,+125,
2018-06-14T05:04:17Z,7339,B Gay,-145,
2018-06-14T05:04:17Z,7340,S Burns,+129,
2018-06-14T08:00:19Z,7371,T Fleetwood,-135,
2018-06-14T08:00:19Z,7372,A Noren,+120,
2018-06-14T08:02:32Z,7371,T Fleetwood,-137,
2018-06-14T08:02:32Z,7372,A Noren,+122,
2018-06-14T08:02:32Z,7387,K Aphibarnrat,-104,
2018-06-14T08:02:32Z,7388,SW Kim,-108,
2018-06-14T08:21:26Z,7205,T Wiseman,+126,
2018-06-14T08:21:26Z,7206,C Yu,-153,
2018-06-14T08:25:00Z,7387,K Aphibarnrat,-106,
2018-06-14T08:25:00Z,7388,SW Kim,-106,
2018-06-14T08:38:36Z,7051,T Woods,+103,
2018-06-14T08:38:36Z,7052,H Stenson,-116,
2018-06-14T08:38:55Z,7051,T Woods,-102,
2018-06-14T08:38:55Z,7052,H Stenson,-110,
2018-06-14T08:39:09Z,7051,T Woods,-104,
2018-06-14T08:39:09Z,7052,H Stenson,-108,
2018-06-14T08:40:10Z,7051,T Woods,-105,
2018-06-14T08:40:10Z,7052,H Stenson,-107,
2018-06-14T08:41:03Z,7033,J Rahm,-106,
2018-06-14T08:41:03Z,7034,T Woods,-106,
2018-06-14T08:42:39Z,7047,J Rahm,-117,
2018-06-14T08:42:39Z,7048,H Stenson,+104,
2018-06-14T08:46:43Z,7051,T Woods,-103,
2018-06-14T08:46:43Z,7052,H Stenson,-109,
2018-06-14T08:48:50Z,7051,T Woods,-102,
2018-06-14T08:48:50Z,7052,H Stenson,-110,
2018-06-14T08:49:36Z,7033,J Rahm,-111,
2018-06-14T08:49:36Z,7034,T Woods,-101,
2018-06-14T09:12:01Z,7339,B Gay,-139,
2018-06-14T09:12:01Z,7340,S Burns,+123,
2018-06-14T09:51:12Z,7371,T Fleetwood,-125,
2018-06-14T09:51:12Z,7372,A Noren,+111,
2018-06-14T09:51:25Z,7371,T Fleetwood,-126,
2018-06-14T09:51:25Z,7372,A Noren,+112,
2018-06-14T10:02:37Z,7107,M Kaymer,+129,
2018-06-14T10:02:37Z,7108,L List,-145,
2018-06-14T10:05:26Z,7301,Shane Lowry,-103,
2018-06-14T10:05:26Z,7302,C Reavie,-109,
2018-06-14T10:59:26Z,7207,R Rasmussen,+129,
2018-06-14T10:59:26Z,7208,S Vazquez,-157,
